,bert,number of Unique sentences,chapter-title,source
4987,0.6631863713264465,8,northanger-abbey-chapter-4,shmoop
4988,0.5966794490814209,9,northanger-abbey-chapter-5,shmoop
4989,0.6197811365127563,12,northanger-abbey-chapter-6,shmoop
4990,0.5745193362236023,10,northanger-abbey-chapter-7,shmoop
4991,0.606521487236023,12,northanger-abbey-chapter-8,shmoop
4992,0.6187751293182373,10,northanger-abbey-chapter-9,shmoop
4993,0.6652453541755676,19,northanger-abbey-chapter-10,shmoop
4994,0.6330986618995667,11,northanger-abbey-chapter-11,shmoop
4995,0.7142800092697144,9,northanger-abbey-chapter-12,shmoop
4996,0.6887142658233643,13,northanger-abbey-chapter-13,shmoop
4997,0.7047214508056641,13,northanger-abbey-chapter-14,shmoop
4998,0.6471447944641113,9,northanger-abbey-chapter-15,shmoop
4999,0.5359624624252319,7,northanger-abbey-chapter-16,shmoop
5000,0.6805603504180908,9,northanger-abbey-chapter-1,sparknotes
5001,0.7095147371292114,8,northanger-abbey-chapter-2,sparknotes
5002,0.6264485120773315,11,northanger-abbey-chapter-3,sparknotes
5003,0.7125345468521118,7,northanger-abbey-chapter-4,sparknotes
5004,0.6774469614028931,7,northanger-abbey-chapter-5,sparknotes
5005,0.6742681264877319,7,northanger-abbey-chapter-6,sparknotes
5006,0.6719908118247986,8,northanger-abbey-chapter-7,sparknotes
5007,0.6640146970748901,9,northanger-abbey-chapter-8,sparknotes
5008,0.730298638343811,8,northanger-abbey-chapter-9,sparknotes
5009,0.7452890276908875,18,northanger-abbey-chapter-10,sparknotes
5010,0.7023059129714966,9,northanger-abbey-chapter-11,sparknotes
5011,0.769159197807312,10,northanger-abbey-chapter-12,sparknotes
5012,0.7402293682098389,9,northanger-abbey-chapter-13,sparknotes
5013,0.7544581890106201,13,northanger-abbey-chapter-14,sparknotes
5014,0.7176641821861267,9,northanger-abbey-chapter-15,sparknotes
5015,0.659436821937561,5,northanger-abbey-chapter-16,sparknotes
5016,0.649819016456604,18,my-antonia-book-1-chapter-1,shmoop
5017,0.645978569984436,26,my-antonia-book-1-chapter-2,shmoop
