,chrf,number of Unique sentences,chapter-title,source
153,0.1651388583734398,14,bleak-house-chapter-22,sparknotes
154,0.1240618205366431,9,bleak-house-chapter-23,sparknotes
155,0.15635782443827492,16,bleak-house-chapter-24,sparknotes
156,0.12449861961948912,7,bleak-house-chapter-25,sparknotes
157,0.13046273426958963,11,bleak-house-chapter-26,sparknotes
158,0.1340035025737927,10,bleak-house-chapter-27,sparknotes
159,0.16302332906512113,9,bleak-house-chapter-28,sparknotes
160,0.15752423971201848,14,bleak-house-chapter-29,sparknotes
161,0.14626778327018605,13,bleak-house-chapter-30,sparknotes
162,0.15943189664275978,12,bleak-house-chapter-31,sparknotes
163,0.14319306441842164,10,bleak-house-chapter-32,sparknotes
164,0.10447656840446179,8,bleak-house-chapter-33,sparknotes
165,0.1307532965764405,9,bleak-house-chapter-34,sparknotes
166,0.16827849527382185,11,bleak-house-chapter-35,sparknotes
167,0.15720848335662685,8,bleak-house-chapter-36,sparknotes
168,0.1319339238474386,11,bleak-house-chapter-37,sparknotes
169,0.12574222086516193,4,bleak-house-chapter-38,sparknotes
170,0.12126854808672756,8,bleak-house-chapter-39,sparknotes
171,0.12719058603710134,9,bleak-house-chapter-40,sparknotes
172,0.15900443766982456,8,bleak-house-chapter-41,sparknotes
173,0.1625705955433659,6,bleak-house-chapter-42,sparknotes
174,0.14276123970570398,9,bleak-house-chapter-43,sparknotes
175,0.13572385907096332,4,bleak-house-chapter-44,sparknotes
176,0.1557321162295973,10,bleak-house-chapter-45,sparknotes
177,0.14930040832262423,8,bleak-house-chapter-46,sparknotes
178,0.17528090449800485,9,bleak-house-chapter-47,sparknotes
179,0.14091548960915648,10,bleak-house-chapter-48,sparknotes
180,0.1474021411144835,8,bleak-house-chapter-49,sparknotes
181,0.12288630664301546,9,bleak-house-chapter-50,sparknotes
182,0.1256139840117221,9,bleak-house-chapter-51,sparknotes
183,0.15896466913099275,8,bleak-house-chapter-52,sparknotes
184,0.1448789901900623,6,bleak-house-chapter-53,sparknotes
185,0.16176597631371548,18,bleak-house-chapter-54,sparknotes
186,0.1501093855028207,9,bleak-house-chapter-55,sparknotes
187,0.11855118336342935,9,bleak-house-chapter-56,sparknotes
188,0.15808244745974917,15,bleak-house-chapter-57,sparknotes
189,0.17156043457922096,11,bleak-house-chapter-58,sparknotes
190,0.1539219640160825,11,bleak-house-chapter-59,sparknotes
191,0.13672020686586125,7,bleak-house-chapter-60,sparknotes
192,0.15276158708415163,8,bleak-house-chapter-61,sparknotes
193,0.12397287390654238,7,bleak-house-chapter-62,sparknotes
194,0.15312942236527938,8,bleak-house-chapter-63,sparknotes
195,0.1430381157530282,10,bleak-house-chapter-64,sparknotes
196,0.18264950470757804,5,bleak-house-chapter-65,sparknotes
197,0.11562296326931998,4,bleak-house-chapter-66,sparknotes
198,0.11930308285634378,6,bleak-house-chapter-67,sparknotes
199,0.1036794559356836,6,bleak-house-chapter-1,novelguide
200,0.11690794695089475,6,bleak-house-chapter-2,novelguide
201,0.17813632636522825,9,bleak-house-chapter-3,novelguide
202,0.1298107839615676,9,bleak-house-chapter-4,novelguide
203,0.1359936581629498,8,bleak-house-chapter-5,novelguide
204,0.14200226883372352,9,bleak-house-chapter-6,novelguide
205,0.16796413580666222,11,bleak-house-chapter-7,novelguide
206,0.14600657543156573,15,bleak-house-chapter-8,novelguide
207,0.13037995781425893,8,bleak-house-chapter-9,novelguide
208,0.16693766021571577,8,bleak-house-chapter-10,novelguide
209,0.17299391149720317,10,bleak-house-chapter-11,novelguide
210,0.13717407043135313,9,bleak-house-chapter-12,novelguide
211,0.16361140044414987,11,bleak-house-chapter-13,novelguide
212,0.14819338091868048,11,bleak-house-chapter-14,novelguide
213,0.10935553410494042,14,bleak-house-chapter-15,novelguide
214,0.1755761952214274,8,bleak-house-chapter-16,novelguide
215,0.15735441741459474,10,bleak-house-chapter-17,novelguide
216,0.13814855479281948,13,bleak-house-chapter-18,novelguide
217,0.1520304314125394,10,bleak-house-chapter-19,novelguide
218,0.13551974155235025,8,bleak-house-chapter-20,novelguide
219,0.20207990642746917,7,bleak-house-chapter-21,novelguide
220,0.16852567603670443,8,bleak-house-chapter-22,novelguide
221,0.12860689737692768,7,bleak-house-chapter-23,novelguide
222,0.1466490728255637,14,bleak-house-chapter-24,novelguide
223,0.1272977206376125,6,bleak-house-chapter-25,novelguide
224,0.12783065462942336,9,bleak-house-chapter-26,novelguide
225,0.13763925728865375,9,bleak-house-chapter-27,novelguide
226,0.13412417465979384,9,bleak-house-chapter-28,novelguide
227,0.18812113256538177,8,bleak-house-chapter-29,novelguide
228,0.13926869362951352,11,bleak-house-chapter-30,novelguide
229,0.16204268542240627,10,bleak-house-chapter-31,novelguide
230,0.17451888416886022,7,bleak-house-chapter-32,novelguide
231,0.1278147759213012,9,bleak-house-chapter-33,novelguide
232,0.1402684445751272,9,bleak-house-chapter-34,novelguide
233,0.17741460169250278,10,bleak-house-chapter-35,novelguide
234,0.13310889932698047,9,bleak-house-chapter-36,novelguide
235,0.13984848843378617,8,bleak-house-chapter-37,novelguide
236,0.13325676235911038,5,bleak-house-chapter-38,novelguide
237,0.1135453827515497,6,bleak-house-chapter-39,novelguide
238,0.1547445861344019,7,bleak-house-chapter-40,novelguide
239,0.15631678181871209,5,bleak-house-chapter-41,novelguide
240,0.18703548392898706,6,bleak-house-chapter-42,novelguide
241,0.15162677082226708,8,bleak-house-chapter-43,novelguide
242,0.13259507695732062,7,bleak-house-chapter-44,novelguide
243,0.14398030207470666,10,bleak-house-chapter-45,novelguide
244,0.1401863136903304,9,bleak-house-chapter-46,novelguide
245,0.18113458895396597,11,bleak-house-chapter-47,novelguide
246,0.12817786674955356,10,bleak-house-chapter-48,novelguide
247,0.14853212960756626,7,bleak-house-chapter-49,novelguide
248,0.13479702903660637,7,bleak-house-chapter-50,novelguide
249,0.14750217533717147,8,bleak-house-chapter-51,novelguide
250,0.15048489899821588,10,bleak-house-chapter-52,novelguide
251,0.16633615943135036,5,bleak-house-chapter-53,novelguide
252,0.1991967047312311,17,bleak-house-chapter-54,novelguide
253,0.17709986542722564,5,bleak-house-chapter-55,novelguide
254,0.13576119772302023,10,bleak-house-chapter-56,novelguide
255,0.1717351335248711,12,bleak-house-chapter-57,novelguide
256,0.1868482264154218,8,bleak-house-chapter-58,novelguide
257,0.15713991444234485,11,bleak-house-chapter-59,novelguide
258,0.13348766301047754,7,bleak-house-chapter-60,novelguide
259,0.15211354280650213,9,bleak-house-chapter-61,novelguide
260,0.12102826870907442,5,bleak-house-chapter-62,novelguide
261,0.13667170233509063,8,bleak-house-chapter-63,novelguide
262,0.14357152780966217,9,bleak-house-chapter-64,novelguide
263,0.12089533299822841,6,bleak-house-chapter-65,novelguide
264,0.14613696290831277,3,bleak-house-chapter-66,novelguide
265,0.11672422478011109,8,bleak-house-chapter-67,novelguide
266,0.0983943631095349,8,the-adventures-of-huckleberry-finn-chapter-1,cliffnotes
267,0.10580712202586941,11,the-adventures-of-huckleberry-finn-chapter-2,cliffnotes
268,0.11103665221073959,6,the-adventures-of-huckleberry-finn-chapter-3,cliffnotes
269,0.09778050002316864,5,the-adventures-of-huckleberry-finn-chapter-4,cliffnotes
270,0.11677694235588972,4,the-adventures-of-huckleberry-finn-chapter-7,cliffnotes
271,0.10444841234580335,7,the-adventures-of-huckleberry-finn-chapter-8,cliffnotes
272,0.1157066755298545,9,the-adventures-of-huckleberry-finn-chapter-11,cliffnotes
273,0.08754964333911701,3,the-adventures-of-huckleberry-finn-chapter-14,cliffnotes
274,0.09849518740119666,3,the-adventures-of-huckleberry-finn-chapter-24,cliffnotes
275,0.20215435747578334,6,the-adventures-of-huckleberry-finn-chapter-31,cliffnotes
276,0.08573499318124023,9,the-adventures-of-huckleberry-finn-chapter-1,sparknotes
277,0.09907589746835625,11,the-adventures-of-huckleberry-finn-chapter-2,sparknotes
278,0.07965523295196619,6,the-adventures-of-huckleberry-finn-chapter-3,sparknotes
279,0.08899789557365718,6,the-adventures-of-huckleberry-finn-chapter-4,sparknotes
280,0.0899061005353157,5,the-adventures-of-huckleberry-finn-chapter-7,sparknotes
281,0.09244436078030908,7,the-adventures-of-huckleberry-finn-chapter-8,sparknotes
282,0.13021665356171772,5,the-adventures-of-huckleberry-finn-chapter-11,sparknotes
283,0.07368648010348704,5,the-adventures-of-huckleberry-finn-chapter-14,sparknotes
284,0.08042349755600407,6,the-adventures-of-huckleberry-finn-chapter-24,sparknotes
285,0.12366420382675125,12,the-adventures-of-huckleberry-finn-chapter-31,sparknotes
286,0.14117812944583477,17,anthem-chapter-1,gradesaver
287,0.16657215483632656,9,anthem-chapter-2,gradesaver
288,0.10326359967302365,2,anthem-chapter-3,gradesaver
289,0.11148878073714776,3,anthem-chapter-4,gradesaver
290,0.10850949460330843,4,anthem-chapter-5,gradesaver
291,0.12494771195185154,3,anthem-chapter-6,gradesaver
292,0.1544009306771114,6,anthem-chapter-7,gradesaver
293,0.13481164980249719,4,anthem-chapter-8,gradesaver
294,0.12556774046485644,4,anthem-chapter-9,gradesaver
